Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF17926,SF17927,SF17928,SF46380,SF46381,SF17929,SF17930,SF17931,SF46382,SF46383,SF17932,SF17933,SF17934,SF46384,SF46385,SF46386,SF41075,SF17935,SF17936,SF17937,SF46387,SF46388,SF39829,SF17938,SF17939,SF17940,SF46389,SF46390,SF39831,SF17941,SF17942,SF17943,SF46391,SF46392,SF39833,SF17944,SF17945,SF17946,SF46393,SF46394,SF39835,SF17947,SF17948,SF17949,SF46395,SF46396,SF39837,SF17950,SF17951,SF17952,SF46397,SF46398,SF39839,SF17953,SF17954,SF17955,SF46399,SF46400,SF39841,SF17956,SF17957,SF17958,SF17959,SF46401,SF46402,SF46403,SF46404,SF40942,SF40658,SF46413,SF46414,SF42789
01/07/2018,1383863.6,1083144.1,300719.5,237017.4,63702.1,2409835.8,832000.4,1577835.4,9470.8,1568364.6,7647059.1,2876706.9,4770352.2,202640.9,2295526.2,2272185.1,7647059.1,705057.1,151600.3,553456.8,0,272216.3,281240.5,31816.5,31517.6,298.9,0,297.5,1.4,180917.9,134893.9,46024,0,32134.1,13889.9,198300,76288.9,122011.1,0,85087.4,36923.7,667583.9,548844.3,118739.6,0,112141.6,6598,3628341.3,1409203.3,2219138,151179.7,1277275.4,790682.9,1371824.1,524358.6,847465.5,0,516373.9,331091.6,811757.1,51461.2,11440758.5,4791851.4,6648907.1,449129.1,3927592.9,2272185.1,3732099,527092,503236.7,23855.3,607406.5
01/10/2018,1410533.6,1101439.1,309094.5,239892.2,69202.3,2432281.2,852516.5,1579764.7,9810.5,1569954.2,7951431,2982716,4968715,191893.3,2423339.1,2353482.6,7951431,694968.2,153871.5,541096.7,0,267703.7,273393,29740.6,29445.4,295.2,0,295.2,0,198463.5,153427.4,45036.1,0,30851.9,14184.2,199236,80151.6,119084.4,0,81295.1,37789.3,725588.5,589195.6,136392.9,0,129507.6,6885.3,3732213,1437631,2294582,138845.7,1321274.7,834461.6,1547106.8,538993.5,1008113.3,0,592410.9,415702.4,771066.8,53047.6,11794245.8,4936671.6,6857574.2,441596,4062495.6,2353482.6,3981865.5,527143,503253.6,23889.4,713180.2
01/01/2019,1399368.6,1104682,294686.6,230597.2,64089.4,2535444.2,872507.8,1662936.4,10053.5,1652882.9,8625342.1,3063401.4,5561940.7,198414.2,3054129.1,2309397.4,8625342.1,762106.1,151811.1,610295,0,409787.5,200507.5,29882.5,29882.5,0,0,0,0,202411.6,155951.6,46460,0,31882.8,14577.2,204911.3,86256.2,118655.1,0,98142.9,20512.2,752419.5,595061.7,157357.8,0,150577.5,6780.3,4167244.4,1510562.9,2656681.5,146856.1,1695110.2,814715.2,1604633.6,533875.4,1070758.2,0,668628.2,402130,850175,51558.1,12560154.9,5040591.2,7519563.7,439064.9,4771101.4,2309397.4,4489960.1,536153,512761.5,23391.5,636490.8
01/04/2019,1422091.6,1128784.7,293306.9,228584.5,64722.4,2562766.6,895206.7,1667559.9,10365.5,1657194.4,8755605.8,3120815.7,5634790.1,199788.8,3100257.6,2334743.7,8755605.8,778902,160303.5,618598.5,0,400163.1,218435.4,31248.9,31248.9,0,0,0,0,205074.7,159788,45286.7,0,35570.5,9716.2,216692.7,90838.1,125854.6,0,86581.8,39272.8,782910.7,611963.2,170947.5,0,164021.1,6926.4,4259803.3,1526677.5,2733125.8,148578.4,1764783,819764.4,1612598.8,539996.5,1072602.3,0,649138.1,423464.2,817164.3,51210.4,12740464,5144807.1,7595656.9,438738.8,4822174.4,2334743.7,4593490.3,558239,533892.1,24346.9,668032.2
01/07/2019,1438446.6,1147606.4,290840.2,228645.8,62194.4,2610097.5,920183.4,1689914.1,10793.1,1679121,8667158.9,3111199.6,5555959.3,195616.8,2975137.2,2385205.3,8667158.9,793844.3,156407.4,637436.9,0,386797,250639.9,30787.6,30787.6,0,0,0,0,206484.4,158980.2,47504.2,0,33706.5,13797.7,223978.1,92992.4,130985.7,0,64310.7,66675,788954.2,612739.5,176214.7,0,169118.8,7095.9,4209287.7,1532550.6,2676737.1,146685.9,1710123.2,819928,1642053.6,526741.9,1115311.7,0,611081,504230.7,722838.1,48930.9,12715703,5178989.4,7536713.6,435055.7,4716452.6,2385205.3,4612789.4,541631,516916.1,24714.9,651241.9
01/10/2019,1394771,1159883.7,234887.3,164666.9,70220.4,2594414,943708.9,1650705.1,11108,1639597.1,8836356.4,3069803.7,5766552.7,169808.6,3234730,2362014.1,8836356.4,776189.9,143227.6,632962.3,0,421035.9,211926.4,28585.8,28585.8,0,0,0,0,210552.8,164000.8,46552,0,35820.4,10731.6,208403.2,88415,119988.2,0,100821.2,19167,783971.7,598632.8,185338.9,0,181206.8,4132.1,4178104.6,1527041.3,2651063.3,121711,1728463.8,800888.5,1554423.5,519900.4,1034523.1,0,767381.9,267141.2,1048027.3,48097.6,12825541.4,5173396.3,7652145.1,345583.5,4944547.5,2362014.1,4523924.8,546467,521675.1,24791.9,720785.2
01/01/2020,1372919.2,1143904.9,229014.3,165715.7,63298.6,2676214.4,960877,1715337.4,11234.4,1704103,9898575.6,3463131.7,6435443.9,170787.9,3285248,2979408,9898575.6,833465,171995.7,661469.3,0,440279.6,221189.7,31089.6,31089.6,0,0,0,0,241575.3,191239.3,50336,0,34255.2,16080.8,233093.7,105019.9,128073.8,0,105445.7,22628.1,812043.5,642782,169261.5,0,161781.8,7479.7,4578382.3,1735122.8,2843259.5,123264.4,1821242.3,898752.8,1751735.4,585882.4,1165853,0,722243.4,443609.6,1369667.3,47523.5,13947709.2,5567913.6,8379795.6,347738,5052649.6,2979408,4865993.6,550797,521801.9,28995.1,689297
01/04/2020,1316403.1,1098218.5,218184.6,159642.1,58542.5,2710020.7,979154.7,1730866,11314.7,1719551.3,8932180.3,3418292.3,5513888,163827.1,2458566.2,2891494.7,8932180.3,766307.7,171646.4,594661.3,0,316194.7,278466.6,31778,31778,0,0,0,0,228930.2,188437.1,40493.1,0,28106.6,12386.5,215426.9,96947.1,118479.8,0,68413.9,50065.9,796046.1,657612.4,138433.7,0,129603.7,8830,4266556.1,1709534.5,2557021.6,117497.4,1394469,1045055.2,1623957.4,562336.8,1061620.6,0,521778.3,539842.3,956848.2,46329.7,12958604.1,5495665.5,7462938.6,334783.9,4236660,2891494.7,4665122.3,531790,503699.6,28090.4,629629.5
01/07/2020,1282298.2,1068744.9,213553.3,158789.5,54763.8,2768609.5,1004247.4,1764362.1,11536.2,1752825.9,8614539.6,3253439.5,5361100.1,166302,2393125.1,2801673,8614539.6,738793,154551.1,584241.9,0,298174.2,286067.7,30701.3,30701.3,0,0,0,0,209294.2,171089.1,38205.1,0,28511.3,9693.8,203662,90331.2,113330.8,0,66487.1,46843.7,789044,652209.9,136834.1,0,129953.6,6880.5,4492811.7,1628607.7,2864204,120065.4,1325196.5,1418942.1,1286388.8,525949.2,760439.6,0,544802.4,215637.2,817608,46236.6,12665447.3,5326431.8,7339015.5,336627.7,4200714.8,2801673,4534910.3,542194,518024.1,24169.9,611845.5
01/10/2020,1295573.1,1074440.1,221133,158458.4,62674.6,2796500.1,1028687.3,1767812.8,11671.4,1756141.4,8141963.6,3072612.1,5069351.5,164597,2368314,2536440.5,8141963.6,726673,151658.3,575014.7,0,293465,281549.7,28001.2,28001.2,0,0,0,0,187406.5,149804.8,37601.7,0,28061,9540.7,193223.8,81682.8,111541,0,65437.1,46103.9,759981.9,625308.9,134673,0,127901.2,6771.8,4364314.8,1543446.9,2820867.9,120069.4,1304266.8,1396531.7,1254123.6,492709.2,761414.4,0,549182.9,212231.5,583711.2,44527.6,12234036.8,5175739.5,7058297.3,334726.8,4187130,2536440.5,5047805.2,548544,524374.1,24169.9,683791.8
01/01/2021,1264844.4,1047085.5,217758.9,158527,59231.9,2874066.4,1046275,1827791.4,11914.2,1815877.2,8223832.2,3079592.6,5144239.6,163391.3,2438856.4,2541991.9,8223832.2,747893.7,155658.5,592235.2,0,302253.7,289981.5,27584.9,27584.9,0,0,0,0,187709.1,148981.3,38727.8,0,28901.4,9826.4,199551.1,84669.7,114881.4,0,67396.8,47484.6,763078.2,624372,138706.2,0,131731.6,6974.6,4433729.4,1534180.5,2899548.9,117866.6,1343327.1,1438355.2,1287978.9,504145.7,783833.2,0,565245.8,218587.4,530782.2,45524.7,12362743,5172953.1,7189789.9,333832.5,4313965.5,2541991.9,5198977.2,546486,522315.1,24170.9,673085.6
01/04/2021,1280551.5,1057240.5,223311,161044.4,62266.6,2901653.5,1069865,1831788.5,12210.2,1819578.3,8223950,3052811.8,5171138.2,162874.6,2433182.9,2575080.7,8223950,741687.8,152341.7,589346.1,0,300779.2,288566.9,27900.5,27900.5,0,0,0,0,180884.5,142345.6,38538.9,0,28760.4,9778.5,204523,90202,114321,0,67068,47253,759429.9,621400.4,138029.5,0,131088.9,6940.6,4397796.7,1512819.5,2884977.2,116864.9,1336773.9,1431338.4,1292035.7,505802.1,786233.6,0,568712.5,217521.1,573682.2,46009.7,12406155,5179917.3,7226237.7,336129.2,4315027.8,2575080.7,5173614.9,547626,523455.1,24170.9,720174.1
01/07/2021,1298026.5,1075669.4,222357.1,162551.3,59805.8,2981168.3,1100257.7,1880910.6,12667.1,1868243.5,8364127.9,3059365.6,5304762.3,167559.9,2485155,2652047.4,8364127.9,735797.4,135570.5,600226.9,0,306332.3,293894.6,26560.7,26560.7,0,0,0,0,182786.7,143536.3,39250.4,0,29291.4,9959,206953.2,90521.6,116431.6,0,68306.2,48125.4,761748.3,621170.4,140577.9,0,133509.2,7068.7,4468553.1,1529975.6,2938577.5,119359.1,1361454,1457764.4,1319829.4,512030.5,807798.9,0,586261.9,221537,613698.3,48200.8,12643322.7,5235292.7,7408030,342778.3,4413204.3,2652047.4,5269132.6,559456,535285.1,24170.9,722091.7
01/10/2021,1335161.6,1101992.7,233168.9,164497.8,68671.1,3004414.7,1130585.4,1873829.3,13204.3,1860625,8409585.7,3121528,5288057.7,171192,2478887,2637978.7,8409585.7,742174.9,145344.6,596830.3,0,304598.8,292231.5,24822.2,24822.2,0,0,0,0,186002.5,146974.3,39028.2,0,29125.6,9902.6,208464.6,92691.9,115772.7,0,67919.7,47853,759021.5,619239.2,139782.3,0,132753.6,7028.7,4492838.7,1566044.2,2926794.5,123529.5,1353749.8,1449515.2,1337434.5,526411.6,811022.9,0,590739.5,220283.4,611164.3,47662.5,12749162,5354106.1,7395055.9,348894.1,4408183.1,2637978.7,5239315.5,566332,542161.1,24170.9,748823.6
