Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF17926,SF17927,SF17928,SF46380,SF46381,SF17929,SF17930,SF17931,SF46382,SF46383,SF17932,SF17933,SF17934,SF46384,SF46385,SF46386,SF41075,SF17935,SF17936,SF17937,SF46387,SF46388,SF39829,SF17938,SF17939,SF17940,SF46389,SF46390,SF39831,SF17941,SF17942,SF17943,SF46391,SF46392,SF39833,SF17944,SF17945,SF17946,SF46393,SF46394,SF39835,SF17947,SF17948,SF17949,SF46395,SF46396,SF39837,SF17950,SF17951,SF17952,SF46397,SF46398,SF39839,SF17953,SF17954,SF17955,SF46399,SF46400,SF39841,SF17956,SF17957,SF17958,SF17959,SF46401,SF46402,SF46403,SF46404,SF40942,SF40658,SF46413,SF46414,SF42789
01/04/1998,50546,37296.3,13249.7,6395.5,6854.2,368745.9,250803.5,117942.4,8277.3,109665.1,1271023,627109.4,643913.6,37690.3,225646.2,380577.2,1271023,98243.3,42852,55391.3,0,27663.3,27728,28837.9,25504,3333.9,0,1977.9,1356,43825.7,25791,18034.7,79.6,6123.3,11831.9,89983.8,23215,66768.8,465.3,34875.5,31428,114160.2,83327.2,30833,2104.2,19504,9224.8,373447.3,266183.7,107263.6,20707.5,56314.8,30241.2,269082.3,160236.5,108845.8,2459,79187.3,27199.4,241567.9,11874.6,1690314.9,915209.2,775105.7,52363.2,342165.5,380577.2,358399.2,52135.6,45879.3,6256.3,58746.6
01/07/1998,51129,37259.5,13869.5,6815.1,7054.4,374854.3,252759.1,122095.2,10014.3,112080.9,1398936.1,643704.2,755231.9,39888.2,283616.7,431726.9,1398936.1,87351.5,45411,41940.5,0,18795.1,23145.3,29320.8,25746,3574.8,0,1905,1669.8,48913,28205,20708,130.6,6807.5,13769.9,96655.7,25594,71061.7,412.5,30632.3,40016.9,125737.3,80776.3,44961,2171.8,30391.5,12397.8,449301.7,265361.6,183940.1,21708,111423.9,50808.1,292931.4,172610.3,120321.1,3746.5,83661.4,32913.2,257005.9,11718.8,1824919.4,933722.8,891196.6,56717.6,402752,431726.9,451840.9,54139.2,47642.5,6496.7,73322.7
01/10/1998,52012.4,34177.2,17835.2,6988,10847.2,405068.9,255796.9,149272,11368.8,137903.2,1366753.9,588871.8,777882.1,41826.9,295808.4,440246.8,1366753.9,89203.3,47726,41477.3,0,18624.9,22852.4,30523.7,26566,3957.7,0,2158.4,1799.3,50063.1,28678,21385.1,280.5,7302.5,13802.1,92944.7,24108,68836.7,497,29835.6,38504.1,113349.1,68508.9,44840.2,2462.8,30192,12185.4,452332.8,245725.9,206606.9,23121.3,127924.9,55560.7,263480.9,147559,115921.9,3840.9,79770,32310.9,263231.9,11624.4,1823835.2,878845.9,944989.3,60183.7,444558.9,440246.8,465954.4,57240.8,50371.9,6868.9,91218.2
01/01/1999,52039.1,34541.4,17497.7,7576.8,9920.8,428867.1,265884.8,162982.3,13577.4,149404.9,1333920.1,587538.7,746381.4,40014.2,289387.7,416979.6,1333920.1,90988.8,47954,43034.8,0,19894.9,23140,29700.4,26174,3526.4,0,1917.1,1609.4,47706.4,27103,20603.4,138,7151.1,13314.4,91915.6,23980,67935.6,331.4,30577.9,37026.3,104820.1,59921.4,44898.7,1987.1,31600,11311.6,454056.1,262637.3,191418.8,22577,116539.7,52302.1,257856.4,139769,118087.4,3622.9,81707,32757.5,245518.4,11357.9,1814826.3,887964.9,926861.4,61168.5,448713.3,416979.6,453912.1,57806.5,50869.7,6936.8,73426
01/04/1999,57117.4,37545.9,19571.5,8742.9,10828.6,431672.1,261562.5,170109.6,15657.8,154451.8,1405334.7,593437.7,811897,42087.9,326265.1,443543.9,1405334.7,130726.4,49013,81713.4,0,40839.2,40874.2,29509.5,25863,3646.5,0,1975.7,1670.7,41979.2,28302,13677.2,48.6,4619,9009.7,93004.7,23794,69210.7,545.4,31654.5,37010.7,100193.3,58394.7,41798.6,1146.7,29897.7,10754.2,459082.1,246395.6,212686.5,24612,133286,54788.5,283230.6,161675.4,121555.2,4966.4,83993.1,32595.7,256840,10768.9,1894124.2,892546.1,1001578.1,66488.6,491545.5,443543.9,506209.3,56330.6,49570.9,6759.7,79577.1
01/07/1999,57775.4,37829.8,19945.6,9371.1,10574.5,426307.3,244772.4,181534.9,17794.1,163740.8,1275651.8,540637.1,735014.7,41715.3,253451.6,439847.7,1275651.8,91381.6,46537.1,44844.5,0,19385.1,25459.3,27894.5,24595.1,3299.4,0,1306,1993.4,37136,24148.8,12987.2,91.2,8425.3,4470.6,110355.4,21514.3,88841.1,304.8,42011.5,46524.8,88735.1,52207.5,36527.6,535.2,26347.1,9645.3,451646.2,222181.8,229464.4,26404.5,106300.1,96759.8,287705.1,149452.5,138252.6,5311.1,49676.4,83265,171729.4,9068.5,1759734.5,823239.3,936495.2,68880.5,427766.8,439847.7,514803,56391,49624.1,6766.9,74115.3
01/10/1999,62348.7,38532.4,23816.3,10586.9,13229.4,437151.4,245921.9,191229.5,20223.4,171006.1,1320764,545753,775011,41243.7,264117.5,469649.8,1320764,99537,47552,51985,0,15197.5,36787.5,28324.6,25001.9,3322.7,0,1276.9,2045.8,38497.1,25086.2,13410.9,67.3,9914.4,3429.2,111999.9,20999.8,91000.1,256.7,43620.7,47122.6,87761.1,50018.3,37742.8,1211.3,25342.5,11189,483450.9,229508.4,253942.5,27150.6,131845.5,94946.3,296127.3,147586.4,148540.9,4029.9,36920,107591.1,166538.2,8527.9,1820264.1,830207.3,990056.8,72054,448353,469649.8,560931,52483.6,46185.6,6298,98225.3
01/01/2000,59529.1,37362.6,22166.5,8986,13180.5,460323.4,244718,215605.4,22789.7,192815.7,1423587.2,525539.9,898047.3,40350.1,388751,468946.2,1423587.2,115963.7,46581.1,69382.6,0,34851.6,34531,27389.2,23491.8,3897.4,0,986.2,2911.3,39701.5,24863.3,14838.2,52.3,6377.2,8408.7,134163.4,20758.9,113404.5,309.4,62543.4,50551.8,81795.3,44008.4,37786.9,833.4,26791,10162.5,514973.3,223878.1,291095.2,25716.3,174249.2,91129.7,331920,141958.3,189961.7,3814.1,82952.4,103195.1,168056.2,9624.6,1943439.7,807620.5,1135819.2,72125.8,594747.2,468946.2,681825.1,65133.1,57317.1,7816,94300.9
01/04/2000,64353.9,40197.9,24156,9799.3,14356.7,466609.1,237788.1,228821,25350.2,203470.8,1544229.2,533243,1010986.2,44206.8,448522,518257.4,1544229.2,149287,48074.5,101212.5,0,74162.4,27050.2,26955.6,23355.6,3600,0,1705.4,1894.6,43662.2,27646.9,16015.3,62.3,5902.6,10050.5,145272,22956.2,122315.8,395.9,61188.5,60731.4,77753.4,40568.4,37185,1108.8,24745.5,11330.7,549189.1,227600.2,321588.9,29623.7,188380.9,103584.3,345353.4,143041.2,202312.2,4191.9,92436.7,105683.6,197932.3,8824.2,2075192.2,811229,1263963.2,79356.3,666349.4,518257.4,759841.8,75044.3,66039,9005.3,98905.1
01/07/2000,69630.9,42884.3,26746.6,10615.6,16130.9,464906.8,225595.8,239311,27260.9,212050.1,1582484,527238.5,1055245.5,43684.5,503036.1,508524.8,1582484,145726.6,45394.4,100332.2,0,76511.8,23820.4,27059.9,23167.5,3892.4,0,2060.1,1832.3,40134.5,24839.9,15294.6,24.6,5297.7,9972.3,145559.1,23590.7,121968.4,395.4,63185.7,58387.3,76826.8,40067.6,36759.2,900.5,24830.1,11028.6,563116.8,233031.8,330085,29759.8,192100,108225.1,338265.7,137146.6,201119.1,4786,139050.7,57282.4,237976.4,7818.2,2117021.7,795718.6,1321303.1,81561.1,731217,508524.8,763435.6,84573.9,74425,10148.9,100965.2
01/10/2000,78646.6,48758.6,29888,12364,17524,452986.6,202059,250927.6,29788.4,221139.2,1573494.6,514314.5,1059180.1,50798.7,488166.5,520215,1573494.6,146564.2,45543.3,101020.9,0,85009.1,16011.8,27754.7,24034.7,3720,0,1887.7,1832.3,41334.5,26137.3,15197.2,19.2,5084.3,10093.6,134451.7,23997.6,110454.1,559.7,45105.6,64788.9,73783.5,39108.9,34674.6,859.3,26204.1,7611.3,594558,231213.8,363344.2,35529.1,228167.5,99647.6,350339.4,124278.9,226060.5,5743.1,96708.1,123609.3,196620.2,8088.4,2105127.8,765132.1,1339995.7,92951.2,726829.6,520215,802192.6,79738.4,70169.8,9568.6,120305.8
01/01/2001,86596.3,54003.7,32592.6,13193.1,19399.5,467161.2,194463.7,272697.5,32962.4,239735.1,1569415.2,504335,1065080.2,47809.5,497032.1,520238.6,1569415.2,161090.9,44826.1,116264.8,0,95660.4,20604.5,26082.1,22309.5,3772.6,0,2065.4,1707.2,46291.5,26338.1,19953.4,39.6,2629.5,17284.4,146224,23175.1,123048.9,719.4,40285.8,82043.7,82325.2,40908.9,41416.3,613.2,33097.3,7705.8,657390.6,227613.4,429777.2,34616.6,183298.2,211862.4,327215.9,119163.9,208052,4924.7,139995.6,63131.7,115898.8,6896.2,2123172.7,752802.4,1370370.3,93965,756166.7,520238.6,890619,80337.3,70696.8,9640.5,97529.7
01/04/2001,90979.6,56534,34445.6,13865.3,20580.2,464737.7,179832.4,284905.3,36483.3,248422.1,1510506.3,489445.3,1021061,48495.6,485469.6,487095.7,1510506.3,114643.1,42006.7,72636.4,0,51123.3,21513.1,23439.2,19290,4149.2,0,2454.3,1694.8,38870.5,23877.1,14993.4,63.8,4458.1,10471.6,126522.5,21439.1,105083.4,715.2,50605.5,53762.7,78198.1,39824.7,38373.4,790.3,29226.3,8356.8,595171.5,218446.5,376725,34929.4,190142,151653.5,348314.7,124561.2,223753.5,4878.1,157460.1,61415.3,178227.9,7118.8,2066223.6,725811.7,1340411.9,98844.2,754471.9,487095.7,783698.9,79103.7,69611.3,9492.4,99099.5
01/07/2001,96626.5,58532.3,38094.2,15530,22564.2,470165,175802.3,294362.7,39348.8,255013.9,1507034.3,480196.5,1026837.8,49785.7,461798.8,515253.2,1507034.3,117737.3,42593.7,75143.6,0,42020.4,33123.2,23964.8,19819.1,4145.7,0,2506.5,1639.2,39979.5,24085.9,15893.6,50.9,4995.4,10847.2,126445,22344.4,104100.6,458.4,48173.9,55468.3,77427.9,38704.2,38723.7,744.5,28753.2,9226,605940.8,210128,395812.8,36412.1,193981.3,165419.4,325836.1,122521.2,203314.9,5316.1,141368.1,56630.7,182899.2,6803.7,2073825.8,714531.1,1359294.7,104664.6,739376.9,515253.2,783813.3,76814.7,67596.9,9217.8,99516
01/10/2001,103583.6,64970.8,38612.8,16954.9,21657.9,481717.1,171593,310124.1,42604.8,267519.2,1466396.9,458622.6,1007774.3,56383.8,435488.8,515901.7,1466396.9,125193.1,42660.9,82532.2,0,41083.5,41448.7,22827.1,18824.5,4002.6,0,2434.5,1568.1,40864,25501.6,15362.4,48.7,4546.9,10766.8,120520.6,20753.6,99767,439.9,50878.3,48448.8,74298.5,34712.3,39586.2,787.1,29983.2,8815.9,605000,200620.6,404379.4,40728.4,218213.7,145437.4,372209.4,115549.1,256660.3,6042.9,88348.7,162268.7,97147.3,8336.9,2051697.6,695186.4,1356511.2,115943.6,724665.9,515901.7,842680.6,87228.7,76761.3,10467.4,116068
01/01/2002,109561.8,66916.3,42645.5,19264.6,23380.9,497655,168873.2,328781.8,46015.9,282765.9,1500597.1,427854,1072743.1,54899.5,526107.1,491736.4,1500597.1,117928.1,39668.6,78259.5,0,41610,36649.4,20672.8,16674.4,3998.4,0,2416.9,1581.5,40192.4,24510,15682.4,29.1,4578.5,11074.8,119840.2,20793.7,99046.5,490.5,53582.6,44973.4,70181.5,31431.4,38750.1,452.6,30520.8,7776.7,600178.5,184928.3,415250.2,39445.1,233594,142211.1,329548.1,109847.6,219700.5,5675.6,159804.3,54220.5,193248.9,8806.6,2107813.9,663643.5,1444170.4,120180,832253.9,491736.4,812469.6,91904,80875.5,11028.5,98315.8
01/04/2002,125589.7,74299.1,51290.6,20666.1,30624.5,510291.9,165131.1,345160.8,51047.2,294113.7,1561508.4,434667.3,1126841.1,60062.5,531547.9,535230.7,1561508.4,123541.9,42703.6,80838.3,0,44716.4,36121.9,21438.5,17237.6,4200.9,0,2775,1425.8,39865,25021.9,14843.1,32,4360.8,10450.3,123522.8,20986.7,102536.1,358.2,51791.6,50386.3,68473,31577.1,36895.9,468.2,29969.9,6457.9,633021,198007.9,435013.1,43666.1,229777.7,161569.3,331775.8,99132.5,232643.3,6316.8,168156.5,58170,210649.2,9221.2,2197390,674097.5,1523292.5,131775.8,856286.1,535230.7,842933,99999.9,87999.9,12000,102133.6
01/07/2002,132323.5,80902,51421.5,22061.8,29359.7,522974.5,162411.4,360563.1,57363.1,303200,1519279.9,442287,1076992.9,59929.9,472196.4,544866.7,1519279.9,127507.9,43288,84219.9,0,50021.1,34198.8,21238.2,17128,4110.2,0,2753.1,1357.1,42012.5,26867.4,15145.1,46.3,4530.1,10568.7,118205,20767.7,97437.3,377.7,46248.7,50810.9,70829.5,33787.2,37042.3,592.1,30719.2,5731,636695.5,200061,436634.5,44277.3,227794.1,164563.1,349487.6,100387.7,249099.9,5738.7,110130.2,133231,144406,8897.7,2174577.9,685600.4,1488977.5,139354.9,804756,544866.7,858795.9,105441.9,92788.9,12653,100125.3
01/10/2002,145783.2,87895.5,57887.7,22792.8,35094.9,538889.2,159819.4,379069.8,63606.7,315463.1,1563597.5,462367.7,1101229.8,64145.3,486146.6,550937.8,1563597.5,132531.1,48335.6,84195.5,0,50081.4,34114.1,22736.1,18275.3,4460.8,0,3107,1353.8,41834.2,27112.7,14721.5,40.4,4057,10624.1,120104.1,20235.9,99868.2,455.4,50549.7,48863,65507.1,33285.2,32221.9,646.4,26249.5,5326.1,675100.3,216242.7,458857.6,48505.7,246236.3,164115.6,346225,98880.3,247344.7,5152.7,105865.7,136326.3,150214.8,9344.8,2248269.9,710082.6,1538187.3,150544.8,836704.6,550937.8,872466.9,108837.4,95776.9,13060.5,121287
01/01/2003,146123.1,92305.6,53817.5,24270.3,29547.3,553480.6,153629,399851.6,69873.6,329978,1543161.3,461474.8,1081686.5,63256.2,460850.9,557579.4,1543161.3,130245.1,49570.6,80674.5,0,49820.7,30853.8,22153.7,17803.2,4350.5,0,2799.7,1550.8,37974,27353.2,10620.8,8.7,1295,9317,118965.8,20683.4,98282.4,529.7,47929.3,49823.4,60197.2,32345.3,27851.9,680.8,22124.1,5046.9,654816.4,216006.1,438810.3,45744.6,222327,170738.7,361452.8,97713,263739.8,6566.8,114555,142618,147630.8,9725.5,2242765,707409.4,1535355.6,157400.1,820376.2,557579.4,851173.1,111755.9,93516.6,18239.3,103144.1
01/04/2003,153035,98339.1,54695.9,24491.1,30204.8,565322.7,146775.6,418547.1,74483.7,344063.4,1604271.3,448293.8,1155977.5,64869.7,560778.1,530329.9,1604271.3,165173.2,50692.8,114480.4,0,70652.3,43828.1,21434.8,17074,4360.8,0,2832.7,1528.1,37578.9,27521.5,10057.4,9.7,1382.5,8665.2,120149.8,20163.6,99986.2,485.2,51784.9,47716.1,65092.3,37248.3,27844,702.6,22159.2,4982.3,645630.6,201339.2,444291.4,47542.7,224082.1,172666.6,350901.5,94254.4,256647.1,5807.6,187884.5,62955.1,187988.3,10321.9,2322629,693408.5,1629220.5,163844.5,935046.4,530329.9,882857.6,136499.2,117569.2,18930,104891.8
01/07/2003,168512.5,110100.6,58411.9,23832,34579.9,578272.6,143828.1,434444.5,80318.3,354126.2,1591966.1,443644.1,1148322,62689.8,541362.6,544269.5,1591966.1,138132,48494.7,89637.3,0,50788.9,38848.4,21252.6,16931.6,4321,0,1736,2585,35636.1,25362.7,10273.4,328.2,2783.3,7161.9,120436.1,20351.5,100084.6,293,51590.3,48201.3,51841.3,36060.5,15780.8,812.2,11202.3,3766.3,666333.5,203797,462536.5,45679,235794.3,181063.2,351944.3,92646.1,259298.2,5243.3,187467.5,66587.4,196056.1,10334.1,2338751.2,697572.8,1641178.4,166840.2,930068.7,544269.5,871127.2,153782,136739,17043,107503.2
01/10/2003,178721.7,122874.2,55847.5,22423.9,33423.7,589506.5,139269.9,450236.6,87237.3,362999.2,1660590.6,449100.5,1211490.1,68649.9,582811.7,560028.6,1660590.6,157254.4,51239.2,106015.2,0,72884.6,33130.6,21936.2,17569.2,4367,0,1777.1,2589.9,36239.9,25430.7,10809.2,430.3,3048.4,7330.5,120064.3,22139.4,97924.9,401.3,56698.6,40825,52291.2,34957.1,17334.1,876.9,12442.6,4014.6,744710.3,210075.8,534634.5,51658.8,279756.1,203219.6,314554.7,87689.1,226865.6,4371.4,156204.4,66289.8,202628.6,10911,2428818.8,711244.6,1717574.2,178311.1,979234.5,560028.6,919168.3,146430.8,126932,19498.8,129554.5
01/01/2004,187395.1,131779.3,55615.8,25299.8,30316,612605.9,140004.6,472601.3,93577.1,379024.2,1743263.3,440183.7,1303079.6,65782,682272.4,555025.1,1743263.3,157299.7,51064.7,106235,0,74622.7,31612.3,19942.3,15825.5,4116.8,0,1516.4,2600.4,35095.2,24615.8,10479.4,552.7,4141.2,5785.4,114098.1,22181.5,91916.6,469.8,54489.7,36957.1,53153,34797,18356,817.9,17296,242.2,741619.4,211435.1,530184.3,48725.5,364639.3,116819.5,315080,80264.1,234815.9,4135.5,165567.1,65113.3,295895,11080.6,2543264.3,711967.6,1831296.7,184659,1091612.6,555025.1,918561.8,158098.2,136822.2,21276,112921.6
01/04/2004,207952.6,144172.2,63780.4,28837.4,34943,626926.2,136163.3,490762.9,99915.5,390847.4,1643697.3,446793.4,1196903.9,70671.6,580754.3,545478,1643697.3,160052.6,54455.7,105596.9,0,75100.5,30496.3,18842.8,15685,3157.8,0,873,2284.7,36395.2,25058.5,11336.7,580.8,5717.8,5038.1,117272,21005.4,96266.6,483.6,55729.4,40053.6,62023,35423.7,26599.3,1031.5,25128.2,439.6,750812.8,215820.9,534991.9,53173.2,309281.2,172537.5,335462.6,79344.2,256118.4,4120.2,108924.2,143074,151554.1,11282.2,2478576.1,727128.9,1751447.2,199424.5,1006544.7,545478,953149.1,157516.7,137631.1,19885.6,116856.3
01/07/2004,228665.4,159717.3,68948.1,31189.4,37758.7,643151.2,138803.9,504347.3,105694.3,398653,1698720.9,454029.9,1244691,74840.6,628330.7,541519.6,1698720.9,175586.5,58415.2,117171.3,0,86681,30490.3,19254.7,16109.4,3145.3,0,1042,2103.3,35889.5,24068.7,11820.8,794.3,6051.4,4975,107822.5,14918.7,92903.8,791.3,58961.7,33150.7,63950.2,36409,27541.2,1040.9,26068.9,431.4,821943.2,222254.1,599689.1,56804.1,340289.1,202595.9,341560.8,81854.8,259706,3424.4,109236.6,147044.9,120728,11985.5,2570537.5,752551.1,1817986.4,211724.3,1064742.5,541519.6,1025681.3,159864,138066.8,21797.2,121484.8
01/10/2004,257959.5,182235.6,75723.9,33707.9,42016,666218,140616.8,525601.2,113784.8,411816.4,1806963.2,452748.9,1354214.3,81621.2,739272,533321.1,1806963.2,163283.8,39549.1,123734.7,0,93255.1,30479.7,18200.3,15156.8,3043.5,0,897.8,2145.7,40190.4,28037.8,12152.6,736.1,6142,5274.4,116605.3,15736.1,100869.2,849.4,63682.3,36337.5,69911.8,40278.9,29632.9,1096.1,28111.8,425,872057.9,232953.1,639104.8,62825,364650.7,211629.1,337645.8,81037.1,256608.7,3768.7,182532.3,70307.8,176722,12345.9,2731140.7,775601.3,1955539.4,229113.9,1193104.4,533321.1,1069989.9,162821.9,138824.2,23997.7,148613.6
01/01/2005,273789.9,197440.6,76349.3,36763.9,39585.4,692194.9,144494.6,547700.3,120829.4,426871,1781669.7,450275.8,1331393.9,80314.2,689521.1,561558.6,1781669.7,160704.7,38561.4,122143.3,0,92942,29201.2,18105.1,15099.7,3005.4,0,813.3,2192.1,39779.4,27546.8,12232.6,876.6,5959.1,5396.9,109763.2,15529.7,94233.5,589.3,58693.4,34950.8,70678.4,40391.6,30286.8,1176.4,28729.1,381.3,848485.1,229665.3,618819.8,61585.1,327124.8,230109.9,332292.1,83481.3,248810.8,3472.4,175259.3,70079.1,189247.3,12614.4,2747654.5,792211,1955443.5,237907.5,1155977.4,561558.6,1035480.8,156050.9,131487.4,24563.5,130829
01/04/2005,294236.1,216457.5,77778.6,38690.6,39088,697501.6,151623.4,545878.2,125429.8,420448.4,1742816.1,455514.3,1287301.8,81738,649439.2,556124.6,1742816.1,140706.3,40521.3,100185,0,73279.8,26905.2,18018.9,15135.2,2883.7,0,760.7,2123.1,37094.3,25445.4,11648.9,789.8,5830.8,5028.3,107168.3,16623.6,90544.7,639.6,58244,31661.1,75836.3,43489.1,32347.2,1408.5,30552.4,386.3,820169,234294.2,585874.8,62160.7,342684.4,181029.7,414587.4,80005.5,334581.9,3802.4,138087.1,192692.4,116298.5,12937.1,2734553.8,823595.2,1910958.6,245858.4,1108975.6,556124.6,1061190.3,153309.9,127139.6,26170.3,135644
01/07/2005,324730.3,239481.8,85248.5,42386.4,42862.1,705694.6,154951.9,550742.7,127931.4,422811.3,1715698.9,434519,1281179.9,86438.1,653912.7,540829,1715698.9,137845.1,39259.6,98585.5,0,72034.5,26551,16629.2,13633.3,2995.9,0,849.7,2146.2,35846.4,24133.3,11713.1,698.3,5966.6,5048.2,100610,14705.7,85904.3,621.9,55278.3,30004.2,81466.3,44394.2,37072.1,1728.7,34825.2,518.2,858273.1,230175.6,628097.5,66333.1,346880.1,214884.3,386515.6,68217.3,318298.3,3857.1,138078.4,176362.8,85314.2,13199,2746123.8,828952.7,1917171.1,256755.9,1119586.2,540829,1073904.5,159271.3,125726.2,33545.1,137212.8
01/10/2005,369711.2,275065.8,94645.4,44756.7,49888.7,728127.7,181786.2,546341.5,117321.8,429019.7,1876460,452315.8,1424144.2,95595.6,788037.9,540510.7,1876460,133279.5,36975.7,96303.8,0,69802.6,26501.2,15963.7,13153.5,2810.2,0,785.7,2024.5,36319,24688.7,11630.3,697.8,6114.8,4817.7,106607.6,14333.8,92273.8,613.2,61747.4,29913.1,89314.2,47251.1,42063.1,1891.2,31133.1,9038.8,921274.9,247474.3,673800.6,73376.7,381795.4,218628.5,371308.4,68438.7,302869.7,4750,236659,61460.7,188126,14266.7,2974298.9,909167.8,2065131.1,257674.1,1266946.3,540510.7,1110166.2,161152.1,133037.8,28114.3,156378.7
01/01/2006,390383.6,295963.3,94420.3,46036.3,48384,773123.7,203106.7,570017,113728.7,456288.2,1596241.9,461916.4,1134325.5,90622.7,489112.4,554590.4,1596241.9,118051.6,36327.5,81724.1,0,47582.5,34141.6,13933.1,11319.6,2613.5,0,561.7,2051.7,38466.8,27330.3,11136.5,683.7,3992,6460.8,59792.8,14491.1,45301.7,540.1,24387,20374.5,83132.1,49246.7,33885.4,1869.2,31413.3,602.8,826044,255736.7,570307.3,67914.1,273912.8,228480.3,349715.7,67464.5,282251.2,5160.1,107263,169828.2,92650.4,14455.4,2759749.2,960986.4,1798762.8,250387.7,993784.7,554590.4,917375.3,149892.9,118994.6,30898.3,178609
01/04/2006,426226.3,328016.1,98210.2,46896.6,51313.6,785380.6,213491,571889.6,114802.8,457086.9,1656260.3,487079.7,1169180.6,96529.8,472790.2,599860.7,1656260.3,122513.9,38987.5,83526.4,0,52186.4,31340,13205.8,12144.1,1061.7,0,329.7,732,43586.3,32114.1,11472.2,681.9,4288.7,6501.7,62289.6,13815.3,48474.3,519.8,22986.9,24967.6,92895,53835.6,39059.4,1951.7,35644.8,1462.9,915225,262738.6,652486.4,73890.1,253994.7,324601.6,372053.3,73444.5,298608.8,4741.8,103359,190508,19746.9,14744.5,2867867.2,1028586.8,1839280.4,258229.2,981190.6,599860.7,1019641.3,150008.2,119622,30386.2,217950.8
01/07/2006,462407.5,359943.5,102464,48964.5,53499.6,806759.2,232469.1,574290.1,105733.5,468556.6,1694298,499878.3,1194419.7,102458.3,492619.2,599342.2,1694298,126090.9,39171.8,86919.1,0,52853.2,34065.9,13254.9,12243.3,1011.6,0,322,689.6,42313.1,30695.7,11617.4,745.4,4311.2,6560.8,60300.1,13815.6,46484.5,535.7,23513.9,22434.8,98869.3,58467.3,40402,2087.5,31883,6431.5,946205.3,274996.6,671208.7,80126.8,271264.7,319817.2,359917.7,70488,289429.7,3594.6,108471.1,177364,31978.4,15368.3,2963464.7,1092290.9,1871173.8,257156.2,1014675.4,599342.2,1026777.2,148572.5,118612.3,29960.2,218245.5
01/10/2006,487068.7,391705.3,95363.4,37382.9,57980.4,832754.7,243828.3,588926.4,112101.9,476824.5,1855090.2,550788.4,1304301.8,115189.1,565661.6,623451.1,1855090.2,129562,46084.6,83477.4,0,50279.5,33197.8,13735.2,12759.2,976,0,351.8,624.2,48235.4,36913.5,11321.9,404.2,4509.3,6408.4,61163.1,12741.4,48421.7,423.3,26337,21661.4,110184.5,63742.3,46442.2,2242.2,38249,5951,1062819.9,306909.2,755910.7,90606,336102.4,329202.3,353241.8,71638.2,281603.6,5128.5,109832.5,166642.5,59763.6,16384.7,3174913.6,1186322,1988591.6,264673.9,1100466.6,623451.1,1098298.5,164336.5,136490.4,27846.1,250820.7
01/01/2007,502684.6,410685.7,91998.9,36913.3,55085.6,843810.4,252361.1,591449.3,83798.3,507651,1833043.7,577432.1,1255611.6,143110.4,478992.7,633508.4,1833043.7,133791.4,45183.8,88607.6,0,54334.3,34273.2,14121.2,11557.1,2564.1,0,1911.7,652.4,49836.4,38167.6,11668.8,791,4059.8,6818,77039.9,11067,65972.9,434.3,30146.1,35392.4,157271.3,85198.2,72073.1,31781.1,24016.8,16275.2,1046426.3,312084.9,734341.4,87420.2,278673.7,368247.5,333391.6,74173.5,259218.1,5402,85850.2,167965.9,3883.8,17281.8,3179538.7,1240478.9,1939059.8,263821.9,1041729.4,633508.4,1079833.8,151787.6,126212.5,25575.1,214070.4
01/04/2007,535947.3,438801.6,97145.7,39495.4,57650.3,854192.4,262963.5,591228.9,77435.7,513793.2,2170875.5,618929.4,1551946.1,128622.6,792418.1,630905.4,2170875.5,133319.5,49479.3,83840.2,0,61840.1,22000.1,12971,11518.7,1452.3,0,1415.8,36.5,54705,44878.5,9826.5,608.2,4603.8,4614.4,68235.2,8916.2,59319,371.6,47739.1,11208.3,181336.7,101501.8,79834.9,28802.9,43156,7876,1027947.2,326007.9,701939.3,76888.7,344834.2,280216.5,487448.2,76627,410821.2,4828.7,288829.1,117163.4,187790.2,17122.5,3561015.2,1320694.5,2240320.7,245553.7,1363861.6,630905.4,1252430.9,155505.4,131914,23591.4,218199.5
01/07/2007,557230.4,469103.5,88126.9,41307.7,46819.2,879899.6,281442.7,598456.9,79948.6,518508.4,2181968.9,674933.8,1507035.1,135869.1,701017.5,670148.5,2181968.9,137365.8,50782.5,86583.3,0,64546.3,22037,12909.9,11341.4,1568.5,0,1546,22.5,44930.5,34935.7,9994.8,431.5,5592.4,3970.9,77758.9,10919.2,66839.7,133.3,56538,10168.4,191139.3,116877.8,74261.5,25649,41571.4,7041.1,1069029.8,347623.3,721406.5,91373.5,352292.4,277740.6,538502.4,102453.9,436048.5,105.7,178931,257011.8,92156.2,18176.1,3619098.9,1425480,2193618.9,257125.4,1266345.1,670148.5,1266927.3,155708.6,136847.5,18861.1,231720.7
