Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF320753,SF320754,SF320755,SF320756,SF320757,SF320758,SF320759,SF320760,SF320761,SF320762,SF320763,SF320764,SF320765,SF320766,SF320767,SF320768,SF320769,SF320772,SF320773,SF320774,SF320775,SF320776,SF320777,SF320778,SF320779,SF320780,SF320781,SF320782,SF320783,SF320784,SF320785,SF320786,SF320788,SF320790,SF320789,SF320791,SF320792,SF320793,SF320795,SF320796,SF320797
01/10/2018,7752395460,635584733,253694162,184531105,69163057,381890571,100599450,7016211277,6655036479,6616768284,4578384782,330881049,1315179085,392323368,38268195,107142915,254031883,4724511833,2796281093,1928230740,16115204,4473109,11642095,13092657,12508011,584646,415606435,372634034,42972401,145960728,42377965,103582763,680363831,380292664,22800849,1756838,48173227,23747704,3006553,183933857,111475774
01/11/2018,7906990098,699611571,252225441,183486378,68739063,447386130,100064399,7107314128,6779591230,6740970766,4646877836,318453684,1389190023,386449223,38620464,111802161,215920737,4810773768,2902755279,1908018489,17958786,5498044,12460742,8751877,8562117,189760,387572150,349648256,37923894,146854152,43140020,103714132,692435826,461569609,21567977,2012812,69410547,25858020,752794,188685775,115870463
01/12/2018,7950788940,783305064,319671765,183576233,136095532,463633299,100112702,7067371174,6738768755,6699899244,4639147939,330944775,1333235692,396570838,38869511,130765527,197836892,4838007295,2961530220,1876477075,17011690,5365754,11645936,11486552,11057841,428711,364235642,321930604,42305038,152464267,52500992,99963275,734806153,355181845,23822554,1671070,54308223,32747320,1091021,197258499,121548322
01/01/2019,7773872977,697049102,251571303,183727253,67844050,445477799,100178225,6976645650,6660634297,6621504209,4629873293,326845601,1278902613,385882702,39130088,129752025,186259328,4736611455,2845064262,1891547193,16651773,5516767,11135006,11064783,10650516,414267,397484179,340708351,56775828,138011902,41524100,96487802,742146556,252426158,67816480,2369529,81959810,98228806,742582,192025466,118148693
01/02/2019,7901271918,734093871,258976088,183630964,75345124,475117783,100178825,7066999222,6723446542,6684065164,4658546716,321868018,1313424454,390225976,39381378,140341606,203211074,4780676492,2846881850,1933794642,18225434,6271643,11953791,14882344,14478097,404247,423457941,362020838,61437103,137606566,39748818,97857748,740351716,212590882,34047798,1655298,94138763,27744867,541466,186505466,117666599
01/03/2019,7947932216,758997389,265572937,183779158,81793779,493424452,100247630,7088687197,6744337145,6704692140,4721071908,323328918,1262876719,397414595,39645005,139865574,204484478,4772720724,2863930965,1908789759,19788900,6386194,13402706,11549175,11030652,518523,466804369,388952738,77851631,136675474,38337342,98338132,763935528,158541578,79780296,1860680,92594033,38145380,405659,185413471,117712093
01/04/2019,8082965431,715016031,289728802,183384244,106344558,425287229,100314614,7267634786,6887489654,6846100838,4748296302,316818784,1360485609,420500143,41388816,136717862,243427270,4797698716,2844676299,1953022417,21016527,6352689,14663838,12724418,12027071,697347,490590832,413963963,76626869,152814180,40051082,112763098,695944735,337717865,72224179,2539355,69701522,22307653,208870,183457979,116370791
01/05/2019,8211176442,740805846,259405209,183196294,76208915,481400637,100362442,7370008154,6973067687,6932904100,4796182557,315633654,1399025540,422062349,40163587,129542475,267397992,4819469348,2877247249,1942222099,26626165,4672705,21953460,12857940,12127578,730362,491944823,409497560,82447263,154211851,39196685,115015166,747503515,390666892,82292922,2285364,78018497,70965743,200320,185621678,115014918
01/06/2019,8070774458,649797042,263895609,183265987,80629622,385901433,100419509,7320557907,6961262100,6920859886,4823598779,318452349,1362912851,415895907,40402214,117794035,241501772,4866154406,2890973668,1975180738,32514045,8823371,23690674,8484217,6865370,1618847,516812438,436117945,80694493,161488698,49994450,111494248,738939228,175241278,113952863,2513771,76647066,32781085,0,188088657,114270325
01/07/2019,8116494310,632431072,253777475,183438601,70338874,378653597,100477702,7383585536,6993157222,6952479698,4817040814,312477358,1412807522,410154004,40677524,125697707,264730607,4827146630,2867371023,1959775607,26450945,4960003,21490942,8697303,7464853,1232450,528816012,436302405,92513607,160772324,49520227,111252097,775075463,223179660,77704905,3052071,72894263,25295217,0,177699644,110795876
01/08/2019,8268595546,643756536,261375298,183475589,77899709,382381238,100551181,7524287829,7098013555,7057061953,4876541152,315939120,1466936443,397645238,40951602,121330560,304943714,4901923886,2939806543,1962117343,26031645,4959771,21071874,22823591,21521776,1301815,524097004,424429768,99667236,179356241,63317342,116038899,817892477,288653044,61268440,643867,77463490,37787729,1054275,172552496,110089932
01/09/2019,8101492883,593467473,223019383,184055839,38963544,370448090,97399431,7410625979,7011054712,6969831256,4852197432,301002777,1422659290,393971757,41223456,128206249,271365018,4819629723,2889454957,1930174766,31429992,4540014,26889978,8354982,7065260,1289722,516670281,424614185,92056096,154509321,40468048,114041273,818169877,366651132,78052906,204756,92048439,40665190,1708729,167409638,108819996
01/10/2019,8288238160,732603897,278154690,182634550,95520140,454449207,100017923,7455616340,7084876568,7043388558,4834169431,303073163,1523427718,382718246,41488010,126395181,244344591,4806056529,2898955644,1907100885,30267416,5277178,24990238,7206881,6174915,1031966,532692835,429900057,102792778,160249460,48642444,111607016,782726953,491603044,67923678,1780255,63558648,38094704,1419509,159051756,110869221
01/11/2019,8436733995,688055907,253932253,182621104,71311149,434123654,100077013,7648601075,7264014415,7222263155,4907811750,310887574,1609197430,394366401,41751260,123219654,261367006,4895234603,3026102519,1869132084,34835600,8650315,26185285,6775890,5747159,1028731,514170040,408273185,105896855,158266859,43521098,114745761,755261795,511705334,79835086,1507650,70836712,40258823,1309699,168552126,113908557
01/12/2019,8264486556,688899448,257309036,182936438,74372598,431590412,100120724,7475466384,7131249778,7089238550,4863706647,320135655,1500782658,404613590,42011228,138720775,205495831,4980700315,3110019586,1870680729,38547229,11030480,27516749,5799218,4922081,877137,467782304,382637848,85144456,169937395,54946511,114990884,806717998,322631071,31526169,1714055,63000211,50641486,958563,181404390,119118748
01/01/2020,8240202965,714665265,276854636,182877246,93977390,437810629,100184545,7425353155,7093646623,7051386881,4863623621,317364060,1471327905,399071295,42259742,138934052,192772480,4882712857,2991040123,1891672734,31035287,2808708,28226579,15220123,14238744,981379,488521229,398453273,90067956,156174511,43264612,112909899,768678653,299776736,66115863,1003303,78772030,40550112,1144844,165450398,114427053
01/02/2020,8344438396,703949028,283810605,182853589,100957016,420138423,100212282,7540277086,7175126359,7132621888,4907096652,315913467,1512226539,397385230,42504471,144164180,220986547,4987873316,3050110773,1937762543,24968122,2253107,22715015,13166343,12083531,1082812,473731112,385588315,88142797,167693528,57674094,110019434,815681404,237418397,96091872,1710890,75425361,64387950,859560,165491219,113001018
01/03/2020,8830367161,787203938,318513524,182978592,135534932,468690414,100238217,7942925006,7607841304,7564910192,5203376910,312603613,1649964258,398965411,42931112,142285597,192798105,5290181652,3268749039,2021432613,31333913,7244874,24089039,12800600,11761729,1038871,596109450,514219396,81890054,183405887,58716238,124689649,814413767,276999546,71108369,1343021,74777099,63424484,1985851,194941096,117012826
01/04/2020,9187147373,864270731,284939600,147972974,136966626,579331131,100267834,8222608808,7818735261,7775543625,5271850382,311106414,1768794138,423792691,43191636,134994385,268879162,5515327354,3441212116,2074115238,33574711,10524918,23049793,12324585,11436003,888582,524263496,439208514,85054982,225520081,56740579,168779502,878317860,340453382,62236780,454829,55118019,47500602,155689585,218677619,129087273
01/05/2020,9152476848,852199150,304861139,150056298,154804841,547338011,100260687,8200017011,7772350609,7728955559,5188986041,313194512,1791141397,435633609,43395050,136789155,290877247,5487368918,3431181743,2056187175,36444539,11908088,24536451,12582060,12531853,50207,514681292,436644124,78037168,208607427,50760835,157846592,786178471,440475161,38012163,94635,65151508,42914033,145922747,213125743,135519066
01/06/2020,9093246719,835228020,329801164,148393202,181407962,505426856,100301972,8157716727,7734564794,7691149319,5120886885,304639858,1810688593,454933983,43415475,139955338,283196595,5472298741,3426772091,2045526650,37352335,13037890,24314445,31698137,30737154,960983,510605163,433390525,77214638,219271429,55989111,163282318,802970801,331171196,31832460,1847035,68608884,43663179,38896856,205783685,141391901
01/07/2020,9091399687,878239600,326202026,148241638,177960388,552037574,100329442,8112830645,7680499108,7636899795,5028242505,300578613,1857506881,450571796,43599313,148645305,283686232,5470708031,3451079886,2019628145,30574023,12300673,18273350,24894494,23905519,988975,534071632,453248426,80823206,211680567,53169435,158511132,795715627,398511525,20946896,1742554,76622805,43206515,38836661,188505356,141029197
01/08/2020,9061287870,885939286,314755460,165131820,149623640,571183826,100343356,8075005228,7629657168,7585882594,4986476815,300570069,1850362181,448473529,43774574,138735583,306612477,5428714044,3449297482,1979416562,30468710,13479606,16989104,25283755,24283452,1000303,544600881,465069994,79530887,205018641,47620110,157398531,785797467,440531388,32580315,1556694,70863671,42647534,38783126,171560718,141619012
01/09/2020,9024391018,878414702,330619134,165187655,165431479,547795568,100352934,8045623382,7632960142,7589020613,4946749529,301982885,1928074591,412213608,43939529,130462204,282201036,5390500869,3450295989,1940204880,28136351,11970537,16165814,23483452,22201600,1281852,557683722,481004549,76679173,198548024,38715489,159832535,810478348,453002094,18971334,1591914,92907392,41648624,11095376,169778003,143417529
01/10/2020,9031384111,906262495,358539282,165815703,192723579,547723213,100038556,8025083060,7617591210,7573494928,4889014058,307256885,1973800737,403423248,44096282,132815386,274676464,5446352633,3527413955,1918938678,30867951,12911938,17956013,29526568,28276531,1250037,548968803,480129349,68839454,184605864,34866937,149738927,748132400,507237140,17914130,2264192,78378465,43072121,10130998,169359087,144272656
01/11/2020,9016748390,881897853,312360292,152344438,160015854,569537561,100063771,8034786766,7623979457,7579723658,4860560070,311311791,1996646647,411205150,44255799,131308760,279498549,5431137431,3551212801,1879924630,30636115,15390809,15245306,22791883,21410342,1381541,523520680,463850698,59669982,193137129,50405175,142731954,756941726,666465313,19137589,2188604,85918079,41965262,9110113,172779017,142667795
01/12/2020,8946038574,895144773,339613422,169398475,170214947,555531351,100104257,7950789544,7539912205,7495499924,4795186414,331001376,1950879004,418433130,44412281,141784951,269092388,5545607222,3687699917,1857907305,34494207,19588770,14905437,11200720,9825673,1375047,455440838,404485255,50955583,184705503,42520659,142184844,754198197,570024706,13024114,1526306,66602560,39335046,607670,178183325,146971894
01/01/2021,9097597805,911715736,336988590,159824438,177164152,574727146,100125421,8085756648,7674379366,7629810959,4790650126,329287739,2073865882,436007212,44568407,146823729,264553553,5489943924,3638438345,1851505579,32574819,17302788,15272031,10273112,8892827,1380285,471544072,420243700,51300372,191655186,47359304,144295882,842045900,604358833,17839792,2085324,89066851,40970421,898774,164248192,146720620
01/02/2021,9061570498,904919213,336628021,160383569,176244452,568291192,100119041,8056532244,7652302649,7607580131,4792376506,327879367,2081043276,406280982,44722518,132913148,271316447,5465823666,3627340246,1838483420,34000248,17558734,16441514,22112605,20744292,1368313,520839010,468951379,51887631,195727942,46159121,149568821,841049495,515636363,33572377,1410531,80008710,50602858,8054424,149294010,144418874
01/03/2021,9018518200,911370461,328244425,152066039,176178386,583126036,100167286,8006980453,7600899982,7556022770,4775323322,319585281,2072880211,388233956,44877212,126917201,279163270,5442540501,3652753599,1789786902,36725865,22446682,14279183,21647353,20287121,1360232,597565378,547266473,50298905,193153416,44982973,148170443,884852718,529438398,11184450,1550502,81967254,39813163,19073091,146044126,145695160
01/04/2021,9042010417,919817772,311718543,148981316,162737227,608099229,100186328,8022006317,7639970245,7594941336,4778939775,316453508,2105392079,394155974,45028909,127592582,254443490,5440648193,3679892073,1760756120,37767155,23952339,13814816,30627415,29332651,1294764,509989937,461623715,48366222,189598830,43864544,145734286,868091637,676827027,27033445,1574523,74800927,42484310,19136312,144931921,146048882
01/05/2021,9054611235,919555386,339813965,176824363,162989602,579741421,100216546,8034839303,7643363956,7598182902,4773290580,315536687,2121520031,387835604,45181054,133580681,257894666,5433519035,3688307596,1745211439,38083097,24815823,13267274,33120318,31915910,1204408,527043538,479216199,47827339,203462592,59590705,143871887,861720876,688589864,13982647,1426131,88189648,42308732,19149595,143452235,144978378
01/06/2021,8983388553,972942446,361017369,169014897,192002472,611925077,100242317,7910203790,7517458393,7472124506,4793544028,313384018,1953094178,412102282,45333887,140274652,252470745,5457445200,3713889376,1743555824,38533030,26707462,11825568,38915346,37716795,1198551,532619721,491870576,40749145,185816168,41477359,144338809,848569785,542838257,26622181,1147924,67861209,44470343,19530174,139610546,141308203
01/07/2021,9030833688,982227114,378782727,172039358,206743369,603444387,100283741,7948322833,7537623634,7492135533,4819895586,310928942,1951759157,409551848,45488101,135406471,275292728,5542577582,3813154608,1729422974,37441407,24934289,12507118,25921437,24717625,1203812,502050403,466043398,36007005,190429719,45945887,144483832,876230743,577854305,16171279,1392886,67885713,43303970,19881059,132214094,136823137
01/08/2021,9055750423,895197852,339720240,176049562,163670678,555477612,100335046,8060217525,7601708573,7556055896,4823728679,306262909,2025053290,401011018,45652677,136710746,321798206,5540762652,3814006575,1726756077,31177376,19651223,11526153,26114101,24906968,1207133,485182709,453886886,31295823,197444533,50755899,146688634,922608576,584081504,22098514,990248,56896448,41506916,19949428,131103094,131847910
01/09/2021,9007079237,816321545,288318176,168048191,120269985,528003369,100016642,8090741050,7585127754,7539288710,4851535758,307840021,2005299767,374613164,45839044,132838611,372774685,5589592197,3826844637,1762747560,28638068,18214937,10423131,20002354,18590470,1411884,462182764,431815562,30367202,195404023,45746836,149657187,914143587,601140426,10768237,825327,70091604,42886442,20270266,132440216,131269880
01/10/2021,9241915119,886343981,301084124,161765640,139318484,585259857,100011667,8255559471,7739416289,7693399217,4879329007,311463549,2119479250,383127411,46017072,144251595,371891587,5630138424,3853201449,1776936975,30783264,18662622,12120642,19331721,17934473,1397248,470994541,436966126,34028415,192043748,43473786,148569962,891530679,715881046,14333546,989747,66007122,45965285,21103500,130714205,130739606
01/11/2021,9457891591,985458544,412463234,233485720,178977514,572995310,100051859,8372381188,7803699631,7757498005,4961654238,323193340,2087836455,384813972,46201626,155339058,413342499,5780222208,3976039122,1804183086,34226100,16784716,17441384,19964712,18586906,1377806,458731317,427583211,31148106,208464511,54767374,153697137,948222863,659013877,19514355,1342934,74069904,48889791,58171856,133541147,130792574
01/12/2021,9364787147,977566807,375756015,172594527,203161488,601810792,100107852,8287112488,7704346197,7657950310,4975735342,341151174,1945358271,395705523,46395887,155434899,427331392,5920186700,4101206860,1818979840,36188485,19072251,17116234,16601891,15239461,1362430,404436160,374070808,30365352,191352295,43918033,147434262,948490121,459368277,8310948,1016972,67659166,48711716,42047228,138016541,133239843
01/01/2022,9380632176,957241464,341192506,167549833,173642673,616048958,100151514,8323239198,7787106674,7740508059,5023384524,347278671,1959606947,410237917,46598615,144101287,392031237,5776201193,4023732085,1752469108,41789105,20482097,21307008,19159050,17539883,1619167,446779947,411451356,35328591,228841109,52173758,176667351,851953310,480555207,16790235,1117852,102228320,48311418,28562145,127181583,125162766
01/02/2022,9358302837,996076355,375454908,161741607,213713301,620621447,100164914,8262061568,7743479361,7696668492,5022824572,342277924,1928284002,403281994,46810869,140853868,377728339,5864659885,4079307792,1785352093,42645737,22056687,20589050,21485296,19867021,1618275,497966274,462071612,35894662,229530278,53442332,176087946,879065808,345815959,41055203,819964,77663673,43327823,28973754,125443225,123844546
01/03/2022,9457989586,1008946958,331632787,157782918,173849869,677314171,100226752,8348815876,7799071772,7752032920,5102253992,332803719,1931536174,385439035,47038852,141533005,408211099,5820181780,4043863014,1776318766,37578896,18796146,18782750,23215170,21585611,1629559,649194444,616579399,32615045,223326920,52175792,171151128,898917753,329529670,21697407,1191230,97072954,51890611,29430042,136192073.6,123230787.2
